ShipName(String),ShipAddress(String),ShipCity(String),ShipRegion(String),ShipPostalCode(String),ShipCountry(String),CustomerID(String),Customers.CompanyName(String),Address(String),City(String),Region(String),PostalCode(String),Country(String),Salesperson(String),OrderID(Integer),OrderDate(DateTime),RequiredDate(DateTime),ShippedDate(DateTime),Shippers.CompanyName(String),ProductID(Integer),ProductName(String),UnitPrice(Float),Quantity(Integer),Discount(Float),ExtendedPrice(Float),Freight(Float)
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10444,3/15/1995 12:00:00 AM,4/12/1995 12:00:00 AM,3/24/1995 12:00:00 AM,Federal Shipping,41,Jack's New England Clam Chowder,7.7,30,0,231,3.5
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10444,3/15/1995 12:00:00 AM,4/12/1995 12:00:00 AM,3/24/1995 12:00:00 AM,Federal Shipping,17,Alice Mutton,31.2,10,0,312,3.5
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10444,3/15/1995 12:00:00 AM,4/12/1995 12:00:00 AM,3/24/1995 12:00:00 AM,Federal Shipping,26,Gumbär Gummibärchen,24.9,15,0,373.5,3.5
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10444,3/15/1995 12:00:00 AM,4/12/1995 12:00:00 AM,3/24/1995 12:00:00 AM,Federal Shipping,35,Steeleye Stout,14.4,8,0,115.2,3.5
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10445,3/16/1995 12:00:00 AM,4/13/1995 12:00:00 AM,3/23/1995 12:00:00 AM,Speedy Express,54,Tourtière,5.9,15,0,88.5,9.3
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10445,3/16/1995 12:00:00 AM,4/13/1995 12:00:00 AM,3/23/1995 12:00:00 AM,Speedy Express,39,Chartreuse verte,14.4,6,0,86.4,9.3
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10524,6/1/1995 12:00:00 AM,6/29/1995 12:00:00 AM,6/7/1995 12:00:00 AM,United Package,30,Nord-Ost Matjeshering,25.89,10,0,258.9,244.79
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10524,6/1/1995 12:00:00 AM,6/29/1995 12:00:00 AM,6/7/1995 12:00:00 AM,United Package,43,Ipoh Coffee,46,60,0,2760,244.79
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10524,6/1/1995 12:00:00 AM,6/29/1995 12:00:00 AM,6/7/1995 12:00:00 AM,United Package,10,Ikura,31,2,0,62,244.79
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10524,6/1/1995 12:00:00 AM,6/29/1995 12:00:00 AM,6/7/1995 12:00:00 AM,United Package,54,Tourtière,7.45,15,0,111.75,244.79
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10572,7/19/1995 12:00:00 AM,8/16/1995 12:00:00 AM,7/26/1995 12:00:00 AM,United Package,16,Pavlova,17.45,12,0.1,188.46,116.43
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10572,7/19/1995 12:00:00 AM,8/16/1995 12:00:00 AM,7/26/1995 12:00:00 AM,United Package,75,Rhönbräu Klosterbier,7.75,15,0.1,104.62,116.43
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10572,7/19/1995 12:00:00 AM,8/16/1995 12:00:00 AM,7/26/1995 12:00:00 AM,United Package,40,Boston Crab Meat,18.4,50,0,920,116.43
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10572,7/19/1995 12:00:00 AM,8/16/1995 12:00:00 AM,7/26/1995 12:00:00 AM,United Package,32,Mascarpone Fabioli,32,10,0.1,288,116.43
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10626,9/11/1995 12:00:00 AM,10/9/1995 12:00:00 AM,9/20/1995 12:00:00 AM,United Package,60,Camembert Pierrot,34,20,0,680,138.69
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10626,9/11/1995 12:00:00 AM,10/9/1995 12:00:00 AM,9/20/1995 12:00:00 AM,United Package,71,Fløtemysost,21.5,20,0,430,138.69
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10626,9/11/1995 12:00:00 AM,10/9/1995 12:00:00 AM,9/20/1995 12:00:00 AM,United Package,53,Perth Pasties,32.8,12,0,393.6,138.69
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Steven Buchanan,10654,10/3/1995 12:00:00 AM,10/31/1995 12:00:00 AM,10/12/1995 12:00:00 AM,Speedy Express,39,Chartreuse verte,18,20,0.1,324,55.26
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Steven Buchanan,10654,10/3/1995 12:00:00 AM,10/31/1995 12:00:00 AM,10/12/1995 12:00:00 AM,Speedy Express,54,Tourtière,7.45,6,0.1,40.23,55.26
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Steven Buchanan,10654,10/3/1995 12:00:00 AM,10/31/1995 12:00:00 AM,10/12/1995 12:00:00 AM,Speedy Express,4,Chef Anton's Cajun Seasoning,22,12,0.1,237.6,55.26
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Anne Dodsworth,10672,10/18/1995 12:00:00 AM,11/1/1995 12:00:00 AM,10/27/1995 12:00:00 AM,United Package,38,Côte de Blaye,263.5,15,0.1,3557.25,95.75
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Anne Dodsworth,10672,10/18/1995 12:00:00 AM,11/1/1995 12:00:00 AM,10/27/1995 12:00:00 AM,United Package,71,Fløtemysost,21.5,12,0,258,95.75
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10689,11/1/1995 12:00:00 AM,11/29/1995 12:00:00 AM,11/7/1995 12:00:00 AM,United Package,1,Chai,18,35,0.25,472.5,13.42
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10733,12/8/1995 12:00:00 AM,1/5/1996 12:00:00 AM,12/11/1995 12:00:00 AM,Federal Shipping,52,Filo Mix,7,25,0,175,110.11
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10733,12/8/1995 12:00:00 AM,1/5/1996 12:00:00 AM,12/11/1995 12:00:00 AM,Federal Shipping,28,Rössle Sauerkraut,45.6,20,0,912,110.11
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Nancy Davolio,10733,12/8/1995 12:00:00 AM,1/5/1996 12:00:00 AM,12/11/1995 12:00:00 AM,Federal Shipping,14,Tofu,23.25,16,0,372,110.11
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10778,1/16/1996 12:00:00 AM,2/13/1996 12:00:00 AM,1/24/1996 12:00:00 AM,Speedy Express,41,Jack's New England Clam Chowder,9.65,10,0,96.5,6.79
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Anne Dodsworth,10837,2/16/1996 12:00:00 AM,3/15/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,47,Zaanse koeken,9.5,40,0.25,285,13.32
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Anne Dodsworth,10837,2/16/1996 12:00:00 AM,3/15/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,76,Lakkalikööri,18,21,0.25,283.5,13.32
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Anne Dodsworth,10837,2/16/1996 12:00:00 AM,3/15/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,40,Boston Crab Meat,18.4,25,0,460,13.32
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Anne Dodsworth,10837,2/16/1996 12:00:00 AM,3/15/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,13,Konbu,6,6,0,36,13.32
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Laura Callahan,10857,2/28/1996 12:00:00 AM,3/27/1996 12:00:00 AM,3/8/1996 12:00:00 AM,United Package,29,Thüringer Rostbratwurst,123.79,10,0.25,928.43,188.85
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Laura Callahan,10857,2/28/1996 12:00:00 AM,3/27/1996 12:00:00 AM,3/8/1996 12:00:00 AM,United Package,26,Gumbär Gummibärchen,31.23,35,0.25,819.79,188.85
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Laura Callahan,10857,2/28/1996 12:00:00 AM,3/27/1996 12:00:00 AM,3/8/1996 12:00:00 AM,United Package,3,Aniseed Syrup,10,30,0,300,188.85
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Steven Buchanan,10866,3/5/1996 12:00:00 AM,4/2/1996 12:00:00 AM,3/14/1996 12:00:00 AM,Speedy Express,30,Nord-Ost Matjeshering,25.89,40,0.25,776.7,109.11
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Steven Buchanan,10866,3/5/1996 12:00:00 AM,4/2/1996 12:00:00 AM,3/14/1996 12:00:00 AM,Speedy Express,2,Chang,19,21,0.25,299.25,109.11
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Steven Buchanan,10866,3/5/1996 12:00:00 AM,4/2/1996 12:00:00 AM,3/14/1996 12:00:00 AM,Speedy Express,24,Guaraná Fantástica,4.5,6,0.25,20.25,109.11
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Margaret Peacock,10875,3/8/1996 12:00:00 AM,4/5/1996 12:00:00 AM,4/2/1996 12:00:00 AM,United Package,49,Maxilaku,20,15,0,300,32.37
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Margaret Peacock,10875,3/8/1996 12:00:00 AM,4/5/1996 12:00:00 AM,4/2/1996 12:00:00 AM,United Package,19,Teatime Chocolate Biscuits,9.2,25,0,230,32.37
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Margaret Peacock,10875,3/8/1996 12:00:00 AM,4/5/1996 12:00:00 AM,4/2/1996 12:00:00 AM,United Package,47,Zaanse koeken,9.5,21,0.1,179.55,32.37
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10924,4/3/1996 12:00:00 AM,5/1/1996 12:00:00 AM,5/8/1996 12:00:00 AM,United Package,75,Rhönbräu Klosterbier,7.75,6,0,46.5,151.52
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10924,4/3/1996 12:00:00 AM,5/1/1996 12:00:00 AM,5/8/1996 12:00:00 AM,United Package,28,Rössle Sauerkraut,45.6,30,0.1,1231.2,151.52
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Janet Leverling,10924,4/3/1996 12:00:00 AM,5/1/1996 12:00:00 AM,5/8/1996 12:00:00 AM,United Package,10,Ikura,31,20,0.1,558,151.52
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Anne Dodsworth,10501,5/10/1995 12:00:00 AM,6/7/1995 12:00:00 AM,5/17/1995 12:00:00 AM,Federal Shipping,54,Tourtière,7.45,20,0,149,8.85
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Margaret Peacock,10509,5/18/1995 12:00:00 AM,6/15/1995 12:00:00 AM,5/30/1995 12:00:00 AM,Speedy Express,28,Rössle Sauerkraut,45.6,3,0,136.8,0.15
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Janet Leverling,10582,7/28/1995 12:00:00 AM,8/25/1995 12:00:00 AM,8/14/1995 12:00:00 AM,United Package,76,Lakkalikööri,18,14,0,252,27.71
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Janet Leverling,10582,7/28/1995 12:00:00 AM,8/25/1995 12:00:00 AM,8/14/1995 12:00:00 AM,United Package,57,Ravioli Angelo,19.5,4,0,78,27.71
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Laura Callahan,10614,8/29/1995 12:00:00 AM,9/26/1995 12:00:00 AM,9/1/1995 12:00:00 AM,Federal Shipping,11,Queso Cabrales,21,14,0,294,1.93
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Laura Callahan,10614,8/29/1995 12:00:00 AM,9/26/1995 12:00:00 AM,9/1/1995 12:00:00 AM,Federal Shipping,39,Chartreuse verte,18,5,0,90,1.93
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Laura Callahan,10614,8/29/1995 12:00:00 AM,9/26/1995 12:00:00 AM,9/1/1995 12:00:00 AM,Federal Shipping,21,Sir Rodney's Scones,10,8,0,80,1.93
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Anne Dodsworth,10853,2/27/1996 12:00:00 AM,3/26/1996 12:00:00 AM,3/5/1996 12:00:00 AM,United Package,18,Carnarvon Tigers,62.5,10,0,625,53.83
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Michael Suyama,10956,4/16/1996 12:00:00 AM,5/28/1996 12:00:00 AM,4/19/1996 12:00:00 AM,United Package,21,Sir Rodney's Scones,10,12,0,120,44.65
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Michael Suyama,10956,4/16/1996 12:00:00 AM,5/28/1996 12:00:00 AM,4/19/1996 12:00:00 AM,United Package,51,Manjimup Dried Apples,53,8,0,424,44.65
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Michael Suyama,10956,4/16/1996 12:00:00 AM,5/28/1996 12:00:00 AM,4/19/1996 12:00:00 AM,United Package,47,Zaanse koeken,9.5,14,0,133,44.65
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Anne Dodsworth,11058,5/29/1996 12:00:00 AM,6/26/1996 12:00:00 AM,,Federal Shipping,21,Sir Rodney's Scones,10,3,0,30,31.14
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Anne Dodsworth,11058,5/29/1996 12:00:00 AM,6/26/1996 12:00:00 AM,,Federal Shipping,60,Camembert Pierrot,34,21,0,714,31.14
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Anne Dodsworth,11058,5/29/1996 12:00:00 AM,6/26/1996 12:00:00 AM,,Federal Shipping,61,Sirop d'érable,28.5,4,0,114,31.14
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Andrew Fuller,10265,8/25/1994 12:00:00 AM,9/22/1994 12:00:00 AM,9/12/1994 12:00:00 AM,Speedy Express,70,Outback Lager,12,20,0,240,55.28
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Andrew Fuller,10265,8/25/1994 12:00:00 AM,9/22/1994 12:00:00 AM,9/12/1994 12:00:00 AM,Speedy Express,17,Alice Mutton,31.2,30,0,936,55.28
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Steven Buchanan,10297,10/5/1994 12:00:00 AM,11/16/1994 12:00:00 AM,10/11/1994 12:00:00 AM,United Package,39,Chartreuse verte,14.4,60,0,864,5.74
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Steven Buchanan,10297,10/5/1994 12:00:00 AM,11/16/1994 12:00:00 AM,10/11/1994 12:00:00 AM,United Package,72,Mozzarella di Giovanni,27.8,20,0,556,5.74
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Margaret Peacock,10360,12/23/1994 12:00:00 AM,1/20/1995 12:00:00 AM,1/2/1995 12:00:00 AM,Federal Shipping,54,Tourtière,5.9,28,0,165.2,131.7
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Margaret Peacock,10360,12/23/1994 12:00:00 AM,1/20/1995 12:00:00 AM,1/2/1995 12:00:00 AM,Federal Shipping,28,Rössle Sauerkraut,36.4,30,0,1092,131.7
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Margaret Peacock,10360,12/23/1994 12:00:00 AM,1/20/1995 12:00:00 AM,1/2/1995 12:00:00 AM,Federal Shipping,49,Maxilaku,16,35,0,560,131.7
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Margaret Peacock,10360,12/23/1994 12:00:00 AM,1/20/1995 12:00:00 AM,1/2/1995 12:00:00 AM,Federal Shipping,38,Côte de Blaye,210.8,10,0,2108,131.7
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Margaret Peacock,10360,12/23/1994 12:00:00 AM,1/20/1995 12:00:00 AM,1/2/1995 12:00:00 AM,Federal Shipping,29,Thüringer Rostbratwurst,99,35,0,3465,131.7
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Janet Leverling,10436,3/8/1995 12:00:00 AM,4/5/1995 12:00:00 AM,3/14/1995 12:00:00 AM,United Package,46,Spegesild,9.6,5,0,48,156.66
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Janet Leverling,10436,3/8/1995 12:00:00 AM,4/5/1995 12:00:00 AM,3/14/1995 12:00:00 AM,United Package,56,Gnocchi di nonna Alice,30.4,40,0.1,1094.4,156.66
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Janet Leverling,10436,3/8/1995 12:00:00 AM,4/5/1995 12:00:00 AM,3/14/1995 12:00:00 AM,United Package,75,Rhönbräu Klosterbier,6.2,24,0.1,133.92,156.66
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Janet Leverling,10436,3/8/1995 12:00:00 AM,4/5/1995 12:00:00 AM,3/14/1995 12:00:00 AM,United Package,64,Wimmers gute Semmelknödel,26.6,30,0.1,718.2,156.66
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Janet Leverling,10449,3/21/1995 12:00:00 AM,4/18/1995 12:00:00 AM,3/30/1995 12:00:00 AM,United Package,10,Ikura,24.8,14,0,347.2,53.3
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Janet Leverling,10449,3/21/1995 12:00:00 AM,4/18/1995 12:00:00 AM,3/30/1995 12:00:00 AM,United Package,52,Filo Mix,5.6,20,0,112,53.3
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Janet Leverling,10449,3/21/1995 12:00:00 AM,4/18/1995 12:00:00 AM,3/30/1995 12:00:00 AM,United Package,62,Tarte au sucre,39.4,35,0,1379,53.3
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Michael Suyama,10559,7/6/1995 12:00:00 AM,8/3/1995 12:00:00 AM,7/14/1995 12:00:00 AM,Speedy Express,41,Jack's New England Clam Chowder,9.65,12,0.05,110.01,8.05
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Michael Suyama,10559,7/6/1995 12:00:00 AM,8/3/1995 12:00:00 AM,7/14/1995 12:00:00 AM,Speedy Express,55,Pâté chinois,24,18,0.05,410.4,8.05
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Anne Dodsworth,10566,7/13/1995 12:00:00 AM,8/10/1995 12:00:00 AM,7/19/1995 12:00:00 AM,Speedy Express,11,Queso Cabrales,21,35,0.15,624.75,88.4
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Anne Dodsworth,10566,7/13/1995 12:00:00 AM,8/10/1995 12:00:00 AM,7/19/1995 12:00:00 AM,Speedy Express,76,Lakkalikööri,18,10,0,180,88.4
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Anne Dodsworth,10566,7/13/1995 12:00:00 AM,8/10/1995 12:00:00 AM,7/19/1995 12:00:00 AM,Speedy Express,18,Carnarvon Tigers,62.5,18,0.15,956.25,88.4
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Margaret Peacock,10584,7/31/1995 12:00:00 AM,8/28/1995 12:00:00 AM,8/4/1995 12:00:00 AM,Speedy Express,31,Gorgonzola Telino,12.5,50,0.05,593.75,59.14
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Margaret Peacock,10628,9/12/1995 12:00:00 AM,10/10/1995 12:00:00 AM,9/20/1995 12:00:00 AM,Federal Shipping,1,Chai,18,25,0,450,30.36
Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,BLONP,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Laura Callahan,10679,10/24/1995 12:00:00 AM,11/21/1995 12:00:00 AM,10/31/1995 12:00:00 AM,Federal Shipping,59,Raclette Courdavault,55,12,0,660,27.94
