ID(String),carat(Float),logcarat(Float),cut(String),color(String),clarity(String),depth(Float),table(Integer),price(Integer),logprice(Float),x(Float),y(Float),z(Float),volume(Float)
5360,0.72,-0.33,Ideal,F,VVS2,61.2,56,3816,8.25,5.78,5.81,3.55,119.21539
5380,0.34,-1.08,Premium,I,SI1,60.2,59,574,6.35,4.55,4.52,2.73,56.14518
5400,0.3,-1.2,Very Good,D,SI2,63.3,57,574,6.35,4.3,4.26,2.71,49.64178
5420,1.05,0.05,Good,H,SI2,63.9,56,3822,8.25,6.44,6.37,4.09,167.783252
5440,0.93,-0.07,Ideal,F,SI2,59.5,57,3828,8.25,6.37,6.33,3.78,152.417538
5460,1.01,0.01,Very Good,I,SI2,61.4,59,3833,8.25,6.42,6.45,3.95,163.56555
5480,0.9,-0.11,Premium,H,VS1,63,62,3838,8.25,6.09,6,3.81,139.2174
5500,0.91,-0.09,Ideal,G,SI2,60.8,57,3844,8.25,6.28,6.22,3.81,148.824696
5520,1,0,Very Good,H,SI2,60.2,61,3850,8.26,6.44,6.48,3.89,162.334368
5540,0.91,-0.09,Fair,D,SI1,64.4,60,3855,8.26,6.08,6.04,3.9,143.22048
5560,1,0,Ideal,I,VS2,62.6,54,3858,8.26,6.39,6.35,3.99,161.900235
5580,0.91,-0.09,Ideal,J,VS1,61.9,56,3863,8.26,6.19,6.22,3.85,148.23193
5600,0.85,-0.16,Very Good,E,VS2,60.2,60,3871,8.26,6.09,6.14,3.68,137.604768
5620,1.02,0.02,Very Good,F,SI2,58.7,63,3875,8.26,6.49,6.46,3.8,159.31652
5640,0.9,-0.11,Premium,G,SI1,60.2,59,3879,8.26,6.27,6.23,3.76,146.873496
5660,1.05,0.05,Good,J,VS1,57.8,64,3881,8.26,6.74,6.67,3.88,174.428504
5680,0.91,-0.09,Very Good,F,SI1,62.2,55,3885,8.26,6.18,6.23,3.86,148.615404
5700,1.12,0.11,Premium,H,SI2,61.4,59,3889,8.27,6.69,6.66,4.1,182.67714
5720,0.25,-1.39,Very Good,E,VVS2,63,57,575,6.35,4,4.06,2.54,41.2496
5740,1.03,0.03,Fair,I,SI1,57.4,61,3892,8.27,6.67,6.71,3.84,171.861888
5760,1.01,0.01,Premium,F,SI2,58.3,58,3897,8.27,6.56,6.55,3.82,164.13776
5780,1.06,0.06,Premium,F,SI2,62.6,59,3901,8.27,6.51,6.47,4.06,171.005982
5800,0.71,-0.34,Very Good,E,VVS1,57.9,61,3907,8.27,5.88,5.96,3.43,120.203664
5820,1.39,0.33,Very Good,I,I1,62.6,57,3914,8.27,7.1,7.15,4.46,226.4119
5840,0.9,-0.11,Very Good,H,VS2,63.1,60,3919,8.27,6.12,6.08,3.85,143.25696
5860,0.91,-0.09,Good,H,VS2,63.1,59,3921,8.27,6.13,6.16,3.88,146.511904
5880,1.01,0.01,Ideal,J,SI1,62.8,57,3926,8.28,6.4,6.44,4.03,166.10048
5900,1.2,0.18,Ideal,I,SI2,62.5,56,3931,8.28,6.8,6.7,4.22,192.2632
5920,0.94,-0.06,Very Good,F,SI2,62.6,57,3938,8.28,6.25,6.27,3.92,153.615
5940,0.96,-0.04,Ideal,G,SI2,62,58,3945,8.28,6.3,6.34,3.92,156.57264
5960,0.9,-0.11,Very Good,F,SI1,62,59,3950,8.28,6.13,6.17,3.81,144.102201
5980,1,0,Fair,I,VS1,64,49,3951,8.28,6.43,6.39,4.1,168.45957
6000,1.01,0.01,Premium,H,SI2,62.8,61,3959,8.28,6.33,6.25,3.95,156.271875
6020,1.21,0.19,Very Good,I,SI2,63.4,62,3964,8.29,6.84,6.69,4.31,197.223876
6040,0.37,-0.99,Good,F,SI1,63.7,55,575,6.35,4.55,4.59,2.91,60.773895
6060,0.32,-1.14,Premium,I,VS2,62.2,59,576,6.36,4.37,4.35,2.71,51.515745
6080,1.02,0.02,Very Good,D,SI2,61.3,62,3971,8.29,6.42,6.46,3.95,163.81914
6100,0.91,-0.09,Premium,G,SI1,62.6,58,3975,8.29,6.17,6.14,3.85,145.85263
6120,1.01,0.01,Premium,G,SI2,60.6,59,3981,8.29,6.49,6.41,3.91,162.659519
6140,1.02,0.02,Ideal,H,I1,62.1,56,3987,8.29,6.45,6.4,3.99,164.7072
6160,1,0,Very Good,J,SI2,62.8,54,3991,8.29,6.35,6.43,4.01,163.730305
6180,0.91,-0.09,Good,F,SI1,63.7,58,3993,8.29,6.1,6.17,3.91,147.16067
6200,1.01,0.01,Very Good,J,SI1,62.8,57,3998,8.29,6.37,6.41,4.01,163.735117
6220,1.01,0.01,Ideal,G,SI1,62.9,57,4004,8.3,6.37,6.3,3.98,159.72138
6240,1.06,0.06,Premium,I,SI2,58.4,58,4007,8.3,6.7,6.65,3.9,173.7645
6260,0.92,-0.08,Ideal,E,SI2,62.1,53,4011,8.3,6.22,6.25,3.87,150.44625
6280,0.9,-0.11,Good,F,SI1,59.3,56,4016,8.3,6.27,6.32,3.73,147.806472
6300,0.9,-0.11,Good,G,VS2,63.6,59,4022,8.3,6.1,6.04,3.86,142.21784
6320,1.01,0.01,Good,F,SI2,61.3,62,4028,8.3,6.44,6.48,3.96,165.255552
6340,0.9,-0.11,Ideal,G,SI2,61.5,57,4032,8.3,6.19,6.23,3.82,147.313334
6360,0.91,-0.09,Premium,F,SI1,61.7,59,4036,8.3,6.21,6.17,3.82,146.365974
6380,0.25,-1.39,Premium,E,VVS2,61.5,59,576,6.36,4.02,4.04,2.48,40.277184
6400,1.01,0.01,Premium,G,SI2,63,58,4038,8.3,6.34,6.29,3.98,158.716828
6420,1.02,0.02,Premium,F,SI2,61,58,4043,8.3,6.49,6.52,3.97,167.989756
6440,1.29,0.25,Very Good,G,SI2,63.2,54,4045,8.31,6.96,6.94,4.39,212.047536
6460,0.99,-0.01,Good,F,SI2,63.3,54,4052,8.31,6.36,6.43,4.05,165.62394
6480,1.02,0.02,Premium,F,SI2,61.1,62,4057,8.31,6.54,6.49,3.98,168.929508
6500,0.9,-0.11,Premium,E,VS2,62.3,55,4062,8.31,6.18,6.14,3.84,145.709568
6520,0.91,-0.09,Very Good,H,VS1,61.7,56,4066,8.31,6.22,6.25,3.85,149.66875
6540,1.12,0.11,Premium,D,SI2,61.2,59,4071,8.31,6.7,6.66,4.09,182.50398
6560,1.11,0.1,Very Good,I,SI2,63.1,57,4075,8.31,6.59,6.54,4.14,178.428204
6580,0.9,-0.11,Good,D,SI2,64,59,4078,8.31,6.04,6.09,3.88,142.720368
6600,1,0,Good,I,VS2,62.6,59,4081,8.31,6.28,6.33,3.95,157.02198
6620,1.35,0.3,Premium,J,SI1,62.1,54,4082,8.31,7.15,7.09,4.42,224.06527
6640,0.85,-0.16,Ideal,E,SI1,63,56,4089,8.32,6,6.04,3.79,137.3496
6660,0.72,-0.33,Ideal,E,VVS2,62,54.9,4094,8.32,5.75,5.78,3.57,118.64895
6680,1.03,0.03,Very Good,H,SI2,60.9,57,4101,8.32,6.5,6.58,3.98,170.2246
6700,0.32,-1.14,Ideal,J,VS2,61.5,53,409,6.01,4.44,4.47,2.74,54.380232
6720,0.3,-1.2,Ideal,D,SI2,61.1,58,413,6.02,4.31,4.33,2.64,49.268472
6740,0.36,-1.02,Ideal,G,VS2,62.3,54,579,6.36,4.59,4.62,2.87,60.860646
6760,1.07,0.07,Premium,J,SI2,62.4,58,4105,8.32,6.54,6.47,4.06,171.794028
6780,1.09,0.09,Very Good,F,SI2,58.5,59,4113,8.32,6.75,6.8,3.96,181.764
6800,0.73,-0.31,Very Good,D,VS1,61.1,59,4116,8.32,5.79,5.86,3.56,120.788664
6820,1.01,0.01,Premium,G,SI1,60,59,4118,8.32,6.51,6.47,3.89,163.845633
6840,0.91,-0.09,Very Good,D,SI2,61.5,56,4123,8.32,6.22,6.27,3.84,149.757696
6860,1.05,0.05,Ideal,J,SI2,62.3,54,4126,8.33,6.52,6.55,4.07,173.81342
6880,0.82,-0.2,Ideal,G,VVS2,62.1,56,4130,8.33,5.97,6.01,3.72,133.472484
6900,0.73,-0.31,Ideal,D,VS2,61.6,56,4134,8.33,5.76,5.8,3.56,118.93248
6920,1,0,Good,H,SI1,56.8,65,4138,8.33,6.61,6.49,3.72,159.583908
6940,1,0,Fair,E,SI1,66.3,62,4140,8.33,6.27,6.06,4.09,155.404458
6960,1.21,0.19,Fair,J,SI1,65,59,4147,8.33,6.64,6.57,4.29,187.150392
6980,1.18,0.17,Ideal,E,I1,61.6,56,4153,8.33,6.79,6.82,4.19,194.029682
7000,1,0,Premium,F,SI2,62.6,58,4155,8.33,6.37,6.31,3.97,159.572959
7020,1.1,0.1,Ideal,I,SI2,62.8,57,4158,8.33,6.63,6.56,4.14,180.060192
7040,1.02,0.02,Very Good,F,SI2,60.4,60,4162,8.33,6.49,6.53,3.93,166.552221
7060,0.33,-1.11,Premium,I,VVS2,61,58,579,6.36,4.42,4.46,2.71,53.422772
7080,0.33,-1.11,Ideal,G,VS2,61.6,55,579,6.36,4.43,4.46,2.74,54.136372
7100,0.71,-0.34,Ideal,F,VVS2,61.6,54,4167,8.33,5.76,5.79,3.56,118.727424
7120,1.01,0.01,Good,I,SI1,61.7,58,4171,8.34,6.33,6.4,3.93,159.21216
7140,1.11,0.1,Premium,E,SI2,61,60,4177,8.34,6.68,6.66,4.07,181.069416
7160,0.9,-0.11,Very Good,G,VS2,62.4,60,4182,8.34,6.07,6.11,3.8,140.93326
7180,1.11,0.1,Ideal,G,SI2,61.9,55,4185,8.34,6.65,6.6,4.1,179.949
7200,1.01,0.01,Good,J,VS1,61.5,61,4189,8.34,6.39,6.45,3.95,162.801225
7220,1.1,0.1,Very Good,I,SI2,62.6,59,4192,8.34,6.53,6.57,4.1,175.89861
7240,1.01,0.01,Good,G,SI1,63.6,58,4195,8.34,6.29,6.35,4.02,160.56483
7260,0.9,-0.11,Ideal,F,SI2,61.5,56,4198,8.34,6.24,6.18,3.82,147.311424
7280,1,0,Very Good,I,SI1,63.3,58,4200,8.34,6.34,6.3,4,159.768
7300,1,0,Premium,E,SI2,58.5,61,4202,8.34,6.52,6.48,3.8,160.54848
7320,1.01,0.01,Very Good,I,SI1,60.9,59,4207,8.34,6.39,6.45,3.91,161.152605
7340,0.91,-0.09,Premium,E,SI1,62.6,58,4211,8.35,6.14,6.17,3.85,145.85263
7360,1,0,Good,G,SI1,63.9,58,4218,8.35,6.26,6.32,4.02,159.044064
7380,0.9,-0.11,Good,G,VS1,63.9,57,4223,8.35,6.08,6.03,3.87,141.883488
7400,0.33,-1.11,Premium,I,VVS2,62.2,59,579,6.36,4.41,4.47,2.76,54.407052
7420,1.11,0.1,Ideal,F,SI2,62,57,4227,8.35,6.67,6.64,4.13,182.912744
7440,1.09,0.09,Good,F,SI1,61,64,4230,8.35,6.63,6.58,4.03,175.810362
7460,0.9,-0.11,Very Good,H,VS1,63.5,59,4234,8.35,6.13,6.1,3.88,145.08484
7480,1,0,Ideal,I,SI1,62.8,56,4237,8.35,6.33,6.38,3.99,161.137746
7500,0.79,-0.24,Ideal,E,VS1,62,56,4240,8.35,5.9,5.93,3.67,128.40229
7520,1.01,0.01,Premium,I,SI1,61.8,59,4242,8.35,6.44,6.37,3.96,162.450288
7540,1.01,0.01,Very Good,I,SI2,63.5,57,4244,8.35,6.35,6.37,4.04,163.41598
7560,1.12,0.11,Premium,H,SI2,62.4,58,4250,8.35,6.63,6.58,4.12,179.736648
7580,1.06,0.06,Very Good,I,SI1,62.8,56,4255,8.36,6.47,6.52,4.08,172.112352
7600,1.01,0.01,Premium,F,SI2,61.8,56,4257,8.36,6.43,6.38,3.96,162.452664
7620,1.01,0.01,Very Good,D,SI2,61.8,57,4260,8.36,6.42,6.47,3.98,165.318852
7640,0.91,-0.09,Ideal,F,SI1,62.3,56,4267,8.36,6.16,6.19,3.85,146.80204
7660,1.21,0.19,Premium,J,SI1,62.6,58,4269,8.36,6.74,6.71,4.21,190.398934
7680,1.18,0.17,Premium,J,SI2,61.3,60,4274,8.36,6.83,6.78,4.17,193.101858
7700,1.01,0.01,Fair,F,SI1,67.2,60,4276,8.36,6.06,6,4.05,147.258
7720,0.26,-1.35,Ideal,F,VS1,62.3,56,580,6.36,4.1,4.08,2.55,42.6564
7740,0.38,-0.97,Ideal,I,SI1,62.3,56,581,6.36,4.58,4.63,2.87,60.859498
7760,1.03,0.03,Ideal,J,VS2,61.6,57,4283,8.36,6.52,6.47,4,168.7376
7780,1.02,0.02,Premium,I,SI1,58,58,4284,8.36,6.84,6.6,3.9,176.0616
7800,1.12,0.11,Ideal,H,SI1,62.7,56,4290,8.36,6.66,6.61,4.16,183.134016
7820,1,0,Very Good,G,SI1,63.1,56,4295,8.37,6.41,6.31,4.01,162.192871
7840,1.01,0.01,Good,F,SI2,61.5,62,4302,8.37,6.41,6.46,3.96,163.978056
7860,1.01,0.01,Very Good,H,SI1,62.5,58,4306,8.37,6.35,6.38,3.98,161.24174
7880,0.92,-0.08,Ideal,E,SI2,62.6,57,4309,8.37,6.22,6.18,3.88,149.145648
7900,1,0,Fair,G,SI1,64.7,60,4312,8.37,6.22,6.18,4.01,154.142796
7920,1.11,0.1,Premium,J,VS2,59.9,60,4315,8.37,6.78,6.71,4.04,183.794952
7940,1.05,0.05,Premium,G,SI2,61.6,60,4318,8.37,6.56,6.49,4.02,171.149088
7960,1,0,Very Good,E,SI2,63.9,57,4321,8.37,6.24,6.27,4,156.4992
7980,0.68,-0.39,Ideal,D,VVS1,61.3,57,4325,8.37,5.66,5.69,3.48,112.074792
8000,1.01,0.01,Premium,G,SI2,61.9,59,4327,8.37,6.46,6.39,3.98,164.292012
8020,1.05,0.05,Ideal,H,SI2,61.2,57,4331,8.37,6.55,6.62,4.03,174.74483
8040,1.01,0.01,Ideal,I,SI2,62.5,57,4336,8.37,6.38,6.45,4.01,165.01551
8060,0.36,-1.02,Very Good,H,VS2,61,55,583,6.37,4.62,4.66,2.83,60.927636
8080,1.01,0.01,Premium,G,SI1,59.2,59,4338,8.38,6.58,6.52,3.88,166.458208
8100,0.91,-0.09,Good,E,VS2,63.1,58,4345,8.38,6.13,6.19,3.89,147.604883
8120,0.91,-0.09,Premium,D,SI1,63,59,4352,8.38,6.15,6.11,3.86,145.04529
8140,0.97,-0.03,Good,I,VS2,64.5,61,4355,8.38,6.16,6.21,3.99,152.631864
8160,1.1,0.1,Good,D,SI2,57,62,4361,8.38,6.91,6.84,3.92,185.276448
8180,0.96,-0.04,Premium,E,SI1,58.7,62,4365,8.38,6.41,6.39,3.76,154.009224
8200,1.04,0.04,Premium,H,SI2,58.6,60,4368,8.38,6.67,6.63,3.9,172.46619
8220,1.09,0.09,Very Good,J,VS2,62.3,59,4372,8.38,6.56,6.63,4.11,178.755408
8240,1.03,0.03,Very Good,G,SI2,62.2,56,4374,8.38,6.46,6.49,4.03,168.959362
8260,1,0,Very Good,H,SI2,62,57,4379,8.38,6.4,6.34,3.95,160.2752
8280,1.02,0.02,Premium,D,SI2,62.1,57,4381,8.39,6.41,6.37,3.97,162.101849
8300,0.9,-0.11,Premium,G,VS2,61.8,60,4386,8.39,6.16,6.21,3.82,146.128752
8320,1.12,0.11,Premium,I,SI1,60.6,60,4390,8.39,6.77,6.73,4.09,186.348989
8340,1.02,0.02,Ideal,J,VS2,61.1,58,4397,8.39,6.45,6.49,3.95,165.348975
8360,1.01,0.01,Premium,E,SI1,62.4,58,4399,8.39,6.37,6.42,3.99,163.172646
8380,0.31,-1.17,Very Good,F,VS2,58.3,61,583,6.37,4.44,4.48,2.6,51.71712
8400,0.3,-1.2,Very Good,E,VS2,61.6,61,585,6.37,4.26,4.31,2.64,48.471984
8420,1.21,0.19,Premium,I,SI1,61,56,4404,8.39,6.91,6.87,4.2,199.38114
8440,0.9,-0.11,Good,H,VS1,62.4,55,4409,8.39,6.09,6.16,3.82,143.305008
8460,1.02,0.02,Good,E,SI2,64.2,59,4414,8.39,6.26,6.2,4,155.248
8480,1.01,0.01,Very Good,F,SI2,62.7,59,4416,8.39,6.35,6.4,4,162.56
8500,1.07,0.07,Ideal,J,SI1,62.4,56,4422,8.39,6.52,6.56,4.08,174.506496
8520,1.04,0.04,Very Good,I,SI1,61.9,58,4426,8.4,6.45,6.47,4,166.926
8540,0.91,-0.09,Very Good,H,VS2,60.8,58,4430,8.4,6.21,6.25,3.79,147.099375
8560,1.1,0.1,Premium,H,SI2,62.6,57,4435,8.4,6.6,6.56,4.12,178.37952
8580,1.01,0.01,Good,E,SI2,60.7,62,4436,8.4,6.43,6.49,3.92,163.584344
8600,1.03,0.03,Premium,I,SI1,61.6,59,4441,8.4,6.49,6.46,3.99,167.282346
8620,1,0,Good,I,VVS1,56.5,62,4445,8.4,6.58,6.55,3.71,159.89729
8640,1.06,0.06,Premium,I,SI1,61.9,59,4452,8.4,6.52,6.5,4.03,170.7914
8660,1.2,0.18,Very Good,J,SI1,60.5,59,4455,8.4,6.79,6.84,4.12,191.347632
8680,1.01,0.01,Good,D,SI2,63.5,61,4457,8.4,6.33,6.37,4.03,162.498063
8700,0.9,-0.11,Good,G,VS1,63.7,56,4460,8.4,6.15,6.07,3.89,145.215645
8720,0.28,-1.27,Ideal,H,IF,63,55,586,6.37,4.14,4.19,2.62,45.448092
8740,1.24,0.22,Very Good,G,SI2,63.3,57,4462,8.4,6.85,6.79,4.32,200.92968
8760,0.9,-0.11,Very Good,D,SI1,62.5,59,4466,8.4,6.13,6.19,3.85,146.087095
8780,1,0,Very Good,H,SI1,63.4,56,4469,8.4,6.37,6.34,4.03,162.754774
8800,1.03,0.03,Very Good,G,SI2,59.2,63,4473,8.41,6.55,6.6,3.89,168.1647
8820,1.01,0.01,Very Good,H,VS2,61.9,62,4477,8.41,6.37,6.45,3.97,163.113405
8840,1.01,0.01,Good,E,SI2,63.2,59,4479,8.41,6.34,6.38,4.02,162.605784
8860,1.13,0.12,Ideal,I,SI2,61.4,56,4481,8.41,6.69,6.71,4.12,184.946388
8880,1.08,0.08,Premium,G,SI1,61.2,59,4485,8.41,6.61,6.66,4.06,178.731756
8900,0.79,-0.24,Premium,E,VVS1,62.8,60,4490,8.41,5.89,5.8,3.67,125.37454
8920,1.09,0.09,Premium,H,SI2,61.7,60,4496,8.41,6.57,6.59,4.06,175.782978
8940,1.01,0.01,Premium,F,SI2,62.6,60,4497,8.41,6.37,6.35,3.98,160.98901
8960,1.2,0.18,Very Good,F,SI2,63.2,58,4502,8.41,6.78,6.74,4.27,195.127044
8980,1.01,0.01,Good,E,SI2,58.5,61,4506,8.41,6.51,6.55,3.82,162.88671
9000,0.91,-0.09,Good,E,SI1,63.5,57,4512,8.41,6.11,6.14,3.89,145.934906
9020,1,0,Premium,H,VS2,60.2,62,4514,8.41,6.46,6.43,3.88,161.166664
9040,0.31,-1.17,Ideal,G,VS1,60.6,58,587,6.38,4.39,4.42,2.67,51.808146
9060,0.32,-1.14,Very Good,D,SI1,62.6,58,589,6.38,4.33,4.36,2.72,51.350336
9080,1.02,0.02,Good,H,SI2,61.4,60,4521,8.42,6.44,6.49,3.97,165.928532
9100,1.01,0.01,Premium,G,SI2,61.9,60,4525,8.42,6.37,6.33,3.93,158.465853
9120,0.93,-0.07,Very Good,F,SI1,61.1,58,4534,8.42,6.26,6.3,3.84,151.44192
9140,1.13,0.12,Very Good,H,SI2,62.5,62,4537,8.42,6.59,6.66,4.14,181.702116
9160,1.01,0.01,Very Good,E,SI2,60,60,4540,8.42,6.57,6.49,3.92,167.146056
9180,1.25,0.22,Premium,D,SI2,59.8,55,4543,8.42,7.07,7.01,4.21,208.650547
9200,0.95,-0.05,Ideal,G,VS2,61.6,56,4549,8.42,6.34,6.3,3.89,155.37438
9220,1.13,0.12,Ideal,H,SI1,61.3,57,4556,8.42,6.72,6.7,4.11,185.04864
9240,1.01,0.01,Good,H,SI1,63.4,58,4559,8.42,6.34,6.38,4.03,163.010276
9260,0.91,-0.09,Very Good,D,SI1,60.8,60,4561,8.43,6.24,6.21,3.79,146.864016
9280,0.9,-0.11,Very Good,G,VVS2,63,58,4565,8.43,6.07,6.15,3.85,143.722425
9300,1.12,0.11,Premium,H,SI1,62,56,4572,8.43,6.69,6.59,4.13,182.079723
9320,1.09,0.09,Premium,H,SI2,62.1,55,4578,8.43,6.63,6.58,4.1,178.86414
9340,0.94,-0.06,Premium,E,SI1,62.4,56,4580,8.43,6.27,6.24,3.9,152.58672
9360,1,0,Good,F,SI1,63.6,62,4586,8.43,6.3,6.24,3.99,156.85488
9380,0.32,-1.14,Ideal,I,VVS1,61.7,55,589,6.38,4.39,4.4,2.71,52.34636
9400,1.03,0.03,Premium,F,SI2,61.4,57,4586,8.43,6.6,6.53,4.03,173.68494
9420,1.01,0.01,Very Good,G,SI1,59.6,61,4588,8.43,6.47,6.52,3.87,163.253628
9440,0.9,-0.11,Very Good,H,VS1,62.3,59,4592,8.43,6.12,6.17,3.83,144.622332
9460,1.05,0.05,Premium,G,SI2,62.6,62,4598,8.43,6.49,6.45,4.05,169.535025
9480,1.05,0.05,Ideal,H,SI2,61.8,58,4604,8.43,6.52,6.55,4.04,172.53224
9500,1.01,0.01,Good,H,SI1,63.7,56,4610,8.44,6.34,6.33,4.08,163.739376
9520,1.14,0.13,Very Good,H,SI2,63.3,57,4615,8.44,6.6,6.63,4.19,183.34602
9540,0.8,-0.22,Ideal,D,VS1,62.4,56,4619,8.44,5.94,5.98,3.72,132.138864
9560,1.01,0.01,Very Good,H,SI1,62.6,61,4622,8.44,6.36,6.39,3.99,162.155196
9580,1.08,0.08,Premium,G,SI2,62.3,56,4627,8.44,6.6,6.52,4.09,176.00088
9600,1.17,0.16,Premium,H,SI1,62.6,59,4631,8.44,6.78,6.71,4.22,191.983836
9620,1.2,0.18,Very Good,J,SI2,61.4,55,4636,8.44,6.85,6.92,4.23,200.51046
9640,1.17,0.16,Good,D,SI2,57.8,62,4639,8.44,6.97,6.91,4.01,193.132427
9660,1.01,0.01,Good,H,SI1,60.3,64,4642,8.44,6.53,6.5,3.93,166.80885
9680,1,0,Very Good,I,SI1,58.5,61,4649,8.44,6.51,6.55,3.82,162.88671
9700,0.4,-0.92,Good,J,VS1,63.5,56,589,6.38,4.69,4.7,2.98,65.68814
9720,0.3,-1.2,Ideal,H,VVS2,62.7,53,590,6.38,4.29,4.32,2.7,50.03856
9740,1.32,0.28,Very Good,J,SI1,63.5,57,4657,8.45,6.98,6.95,4.42,214.41862
9760,1,0,Very Good,D,SI2,62.5,58,4661,8.45,6.35,6.44,4,163.576
9780,1.11,0.1,Premium,E,SI2,62.5,58,4664,8.45,6.63,6.61,4.14,181.432602
9800,1.05,0.05,Ideal,G,SI2,62.2,54,4667,8.45,6.52,6.56,4.07,174.078784
9820,1.01,0.01,Premium,G,SI1,61.2,61,4672,8.45,6.47,6.41,3.94,163.402438
9840,1.1,0.1,Good,F,SI2,60.5,61,4674,8.45,6.61,6.67,4.02,177.236574
9860,1.18,0.17,Good,G,SI1,64.2,62,4678,8.45,6.6,6.51,4.25,182.6055
9880,1.04,0.04,Very Good,H,SI1,59.7,60,4682,8.45,6.55,6.58,3.92,168.94808
9900,1.21,0.19,Premium,I,SI2,62.3,59,4686,8.45,6.82,6.77,4.23,195.305022
9920,1.13,0.12,Very Good,H,SI1,63.3,56,4689,8.45,6.65,6.62,4.2,184.8966
9940,0.9,-0.11,Very Good,D,SI1,62.8,59,4693,8.45,6.14,6.18,3.87,146.847924
9960,0.93,-0.07,Ideal,E,SI1,59.6,57,4700,8.46,6.37,6.42,3.81,155.811474
9980,1.02,0.02,Very Good,G,SI1,62.9,56,4704,8.46,6.36,6.4,4.01,163.22304
10000,1,0,Fair,D,SI1,64.9,59,4704,8.46,6.2,6.13,4,152.024
10020,1.11,0.1,Ideal,I,SI1,61.9,57,4709,8.46,6.62,6.67,4.11,181.478694
10040,0.34,-1.08,Premium,J,VS2,62.3,60,417,6.03,4.46,4.49,2.79,55.870866
10060,0.31,-1.17,Ideal,F,VS2,61.3,55,591,6.38,4.35,4.39,2.68,51.17862
10080,0.33,-1.11,Ideal,H,VS1,62.2,53.3,592,6.38,4.45,4.48,2.77,55.22272
10100,1.31,0.27,Very Good,G,SI2,63.4,58,4714,8.46,6.91,6.8,4.35,204.3978
10120,1.02,0.02,Premium,D,SI2,61.5,56,4718,8.46,6.51,6.47,3.99,168.057603
10140,1.04,0.04,Premium,D,SI2,61,59,4724,8.46,6.51,6.54,3.98,169.450092
10160,1.07,0.07,Very Good,I,SI1,59.1,59,4728,8.46,6.68,6.71,3.96,177.498288
10180,1.22,0.2,Premium,I,SI2,61.5,61,4735,8.46,6.89,6.83,4.22,198.587714
10200,1.08,0.08,Premium,H,SI1,61.7,59,4740,8.46,6.56,6.6,4.06,175.78176
10220,1,0,Ideal,E,SI2,61.8,57,4743,8.46,6.39,6.43,3.96,162.707292
10240,1.13,0.12,Premium,I,SI1,62.8,57,4746,8.47,6.68,6.64,4.18,185.404736
10260,1.01,0.01,Premium,E,SI2,62.6,59,4751,8.47,6.39,6.36,3.99,162.155196
10280,1.02,0.02,Premium,H,SI1,59.2,58,4754,8.47,6.6,6.57,3.9,169.1118
10300,1.03,0.03,Ideal,H,SI1,61,55,4759,8.47,6.56,6.59,4.01,173.353904
10320,1.03,0.03,Ideal,G,SI1,62.4,57,4764,8.47,6.52,6.47,4.05,170.84682
10340,1.01,0.01,Ideal,H,SI1,61.9,58,4767,8.47,6.42,6.48,3.99,165.990384
10360,1.01,0.01,Premium,H,SI1,60.7,58,4771,8.47,6.49,6.45,3.93,164.511765
10380,1.13,0.12,Ideal,F,SI2,62.3,57,4778,8.47,6.67,6.61,4.14,182.527218
10400,0.31,-1.17,Very Good,G,SI1,63.2,54,593,6.39,4.33,4.31,2.73,50.948079
10420,1.03,0.03,Ideal,I,SI1,61.1,55,4782,8.47,6.53,6.57,4,171.6084
10440,1,0,Good,D,SI1,65.1,54,4786,8.47,6.23,6.27,4.07,158.982747
10460,1.14,0.13,Premium,H,SI2,60.6,59,4788,8.47,6.8,6.77,4.11,189.20796
10480,1.09,0.09,Premium,G,SI2,61.1,59,4794,8.48,6.69,6.63,4.07,180.523629
10500,1.12,0.11,Premium,G,SI2,60.8,55,4798,8.48,6.84,6.69,4.11,188.071956
10520,0.9,-0.11,Very Good,D,VS2,60.9,62,4804,8.48,6.11,6.18,3.74,141.221652
10540,1,0,Ideal,E,SI2,62.9,55,4808,8.48,6.38,6.41,4.02,164.401116
10560,1.08,0.08,Very Good,F,SI1,61.3,57,4816,8.48,6.62,6.6,4.05,176.9526
10580,1.16,0.15,Premium,F,SI2,61.2,61,4820,8.48,6.77,6.74,4.14,188.907372
10600,1.29,0.25,Fair,F,SI2,64.4,57,4824,8.48,6.85,6.79,4.39,204.185485
10620,1.1,0.1,Premium,E,SI2,60.7,58,4829,8.48,6.77,6.65,4.07,183.233435
10640,1.1,0.1,Premium,F,SI2,62.6,57,4832,8.48,6.6,6.56,4.12,178.37952
10660,1.2,0.18,Premium,H,VS1,61.7,59,4838,8.48,6.78,6.74,4.17,190.557324
10680,1,0,Very Good,H,VS2,63,59,4842,8.49,6.43,6.34,4.02,163.880124
10700,1.01,0.01,Very Good,F,SI1,63.5,59,4846,8.49,6.39,6.3,4.03,162.23571
10720,0.31,-1.17,Ideal,D,SI2,62.5,55,593,6.39,4.34,4.3,2.7,50.3874
10740,0.33,-1.11,Premium,E,SI2,60,59,594,6.39,4.49,4.47,2.69,53.989107
10760,1.01,0.01,Good,E,SI1,60.9,64,4853,8.49,6.29,6.22,3.81,149.061678
10780,0.9,-0.11,Very Good,E,VS2,62.7,56,4858,8.49,6.13,6.21,3.87,147.320451
10800,1,0,Good,H,VS2,63.7,59,4861,8.49,6.3,6.26,4,157.752
